% Model,Comsol Modeling.mph
% Version,COMSOL 6.2.0.290
% Date,"Nov 27 2025, 02:49"
% Dimension,3
% Nodes,13552
% Expressions,2
% Description,"Electric potential, Impedance"
% Length unit,m
% x,y,z,V (V) @ freq=210,ec.Z11 (Ω) @ freq=210
100,100,-2,0.0358983865538728-1.0484864723919095E-5i,0.17949193883447892-5.242432539103744E-5i
100,96,-2,0.03589838623362704-1.048486463038471E-5i,0.17949193883447892-5.242432539103744E-5i
97.29965511388943,96.91150112033716,-2,0.03589838632830944-1.0484864658038663E-5i,0.17949193883447892-5.242432539103744E-5i
100,100,-7,0.03589838602859572-1.0484864570501078E-5i,0.17949193883447892-5.242432539103744E-5i
96,100,-2,0.035898386592080285-1.0484864735078383E-5i,0.17949193883447892-5.242432539103744E-5i
99.99999999999999,91.99999999999997,-2,0.035898385312735294-1.0484864361419274E-5i,0.17949193883447892-5.242432539103744E-5i
97.02411831364554,93.86473974868002,-2,0.0358983858605369-1.0484864521416045E-5i,0.17949193883447892-5.242432539103745E-5i
99.99999999999999,93.32329609359608,-7,0.03589838483215325-1.0484864221055362E-5i,0.17949193883447892-5.242432539103744E-5i
100,90.66164804679805,-4.5,0.035898383756471246-1.0484863906880229E-5i,0.17949193883447892-5.242432539103744E-5i
96.63539210980747,89.90319711370616,-2,0.03589838455944739-1.0484864141405979E-5i,0.17949193883447892-5.242432539103746E-5i
100.00000000000003,88.00000000000001,-2,0.0358983833405018-1.0484863785387769E-5i,0.17949193883447892-5.242432539103744E-5i
95.6587103165347,94.91175677616985,-7,0.03589838538172107-1.0484864381567977E-5i,0.17949193883447898-5.2424325391037463E-5i
93.73467688218989,96.30980752221316,-2,0.03589838637935416-1.0484864672947312E-5i,0.17949193883447895-5.242432539103746E-5i
93.58101462851664,91.88357791768232,-2,0.03589838535393931-1.0484864373453752E-5i,0.17949193883447892-5.242432539103746E-5i
96.11395465859938,91.78641671762843,-4.499999999999968,0.035898384520914525-1.048486413015166E-5i,0.17949193883447898-5.2424325391037463E-5i
93.32330637996576,100,-6.999999999999999,0.035898386027123357-1.0484864570071041E-5i,0.17949193883447892-5.242432539103744E-5i
91.99999999999999,100,-2,0.03589838673272008-1.0484864776155123E-5i,0.17949193883447892-5.242432539103744E-5i
90.66165318998287,100,-4.5,0.03589838630840434-1.0484864652224968E-5i,0.17949193883447892-5.242432539103744E-5i
88,100,-2,0.035898386619933685-1.0484864743213545E-5i,0.17949193883447892-5.242432539103744E-5i
89.52572514978891,96.52143565296223,-2,0.03589838642442223-1.048486468611039E-5i,0.17949193883447892-5.242432539103745E-5i
90.65153020677882,93.61027858938905,-2,0.03589838576635857-1.0484864493909308E-5i,0.17949193883447892-5.242432539103744E-5i
100,86.6207001069764,-7,0.03589837904583237-1.04848625310409E-5i,0.17949193883447892-5.242432539103744E-5i
100.00000000000003,84.00000000000003,-2.0000000000000004,0.03589837915527689-1.0484862563006462E-5i,0.17949193883447892-5.242432539103744E-5i
96.53589838486225,86.00000000000003,-2,0.03589838156203456-1.0484863265949698E-5i,0.17949193883447892-5.242432539103745E-5i
84,100,-2,0.03589838663865676-1.0484864748682012E-5i,0.17949193883447892-5.242432539103744E-5i
85.85639114056366,96.56812931794116,-2,0.035898386433381994-1.0484864688727279E-5i,0.17949193883447892-5.242432539103745E-5i
82,96.53589838486224,-2,0.035898386395317464-1.0484864677609753E-5i,0.17949193883447892-5.242432539103745E-5i
86.62072311103262,100,-6.999999999999999,0.03589838606263968-1.0484864580444337E-5i,0.17949193883447892-5.242432539103745E-5i
93.11912579884412,87.78038120661208,-2,0.03589838321350925-1.0484863748296968E-5i,0.17949193883447892-5.242432539103746E-5i
95.20379100355319,89.70809368657686,-7,0.03589838274417124-1.0484863611217105E-5i,0.179491938834479-5.2424325391037463E-5i
89.69355922574732,89.85356838763325,-2,0.035898384474268526-1.0484864116527739E-5i,0.17949193883447895-5.242432539103746E-5i
89.59932221662788,93.73766664881231,-7,0.03589838514740448-1.0484864313130976E-5i,0.179491938834479-5.242432539103745E-5i
87.64409799547643,93.34548299975327,-2,0.03589838580170767-1.0484864504233745E-5i,0.17949193883447892-5.242432539103745E-5i
100,80,-2,0.03589837045815694-1.0484860022833075E-5i,0.17949193883447892-5.242432539103744E-5i
96.53589838486224,82.00000000000001,-2,0.035898375605257875-1.0484861526150135E-5i,0.17949193883447892-5.242432539103744E-5i
100,79.98479059516539,-7,0.03589836076300553-1.0484857191164002E-5i,0.17949193883447892-5.242432539103744E-5i
100,76,-2,0.03589835318693597-1.0484854978416507E-5i,0.17949193883447892-5.242432539103744E-5i
96.53589838486224,78,-2,0.03589836309906112-1.0484857873457254E-5i,0.17949193883447892-5.242432539103745E-5i
100,72,-1.9999999999999998,0.03589831824694933-1.0484844773472258E-5i,0.17949193883447892-5.242432539103744E-5i
100.00000000000001,73.30707035341077,-7,0.03589830188144754-1.0484839993589688E-5i,0.17949193883447892-5.242432539103744E-5i
96.53589838486224,74,-2,0.03589833911922726-1.0484850869651827E-5i,0.17949193883447892-5.242432539103746E-5i
100,70.65353517670539,-4.5,0.03589826477989347-1.0484829157315046E-5i,0.17949193883447892-5.242432539103744E-5i
96.53589838486224,70,-2,0.035898290039723356-1.048483653496973E-5i,0.17949193883447892-5.242432539103745E-5i
100.00000000000001,68,-2.0000000000000004,0.035898248127786275-1.0484824293723447E-5i,0.17949193883447892-5.242432539103744E-5i
94.43766803303114,83.20643388273058,-7,0.035898372418301405-1.0484860595333716E-5i,0.179491938834479-5.242432539103746E-5i
93.06449478382726,83.92998035111347,-2,0.03589837896880624-1.048486250854385E-5i,0.17949193883447892-5.242432539103744E-5i
93.07179676972447,80,-2,0.03589837055019379-1.0484860049714336E-5i,0.17949193883447892-5.242432539103745E-5i
89.7001650888874,81.96721101473078,-2,0.035898375330370935-1.0484861445863719E-5i,0.17949193883447892-5.242432539103745E-5i
80,100,-2,0.03589838665961149-1.0484864754802283E-5i,0.17949193883447892-5.242432539103744E-5i
76.00000000000003,100.00000000000003,-2.0000000000000004,0.03589838659694657-1.048486473649969E-5i,0.17949193883447892-5.242432539103744E-5i
79.98478523297267,100.00000000000001,-7.000000000000001,0.03589838612726629-1.0484864599319888E-5i,0.17949193883447892-5.242432539103744E-5i
78.00000000000001,96.53589838486225,-2,0.03589838633504729-1.04848646600066E-5i,0.17949193883447892-5.242432539103746E-5i
83.58496633876146,93.136399262308,-2,0.03589838582048291-1.0484864509717445E-5i,0.17949193883447892-5.242432539103744E-5i
82.66910282654706,94.12080114401562,-7,0.035898385177901594-1.0484864322038313E-5i,0.179491938834479-5.2424325391037463E-5i
79.93145162477641,93.14745413614207,-2,0.035898385750371506-1.0484864489239959E-5i,0.17949193883447892-5.242432539103745E-5i
81.60074815670103,89.67013240847979,-2,0.035898384434414184-1.0484864104887458E-5i,0.17949193883447892-5.242432539103745E-5i
89.53191514211429,86.71816523543794,-7,0.035898379459314185-1.0484862651806818E-5i,0.179491938834479-5.2424325391037463E-5i
90.01480740939199,85.76189297337386,-2,0.03589838133075624-1.0484863198400103E-5i,0.17949193883447892-5.242432539103744E-5i
86.9077490160029,83.68528790747851,-2,0.03589837862794892-1.0484862408989441E-5i,0.17949193883447892-5.242432539103745E-5i
87.06314187831437,86.92449858027635,-2,0.03589838246957275-1.0484863531014969E-5i,0.17949193883447892-5.242432539103744E-5i
84.766694818482,89.2476440543889,-7,0.03589838217798328-1.048486344585024E-5i,0.17949193883447898-5.2424325391037463E-5i
85.3140180784869,89.79835359065368,-2,0.035898384521196654-1.0484864130234072E-5i,0.17949193883447892-5.242432539103744E-5i
83.58765237604024,85.87166035959018,-2,0.03589838142947222-1.0484863227232156E-5i,0.17949193883447895-5.242432539103746E-5i
94.27845145322055,76.53478782197224,-7,0.035898339051577466-1.048485084989331E-5i,0.179491938834479-5.242432539103746E-5i
93.0717967697245,76,-2,0.035898353230394864-1.0484854991109578E-5i,0.17949193883447892-5.242432539103744E-5i
89.60769515458674,78,-2,0.03589836357580212-1.0484858012699293E-5i,0.17949193883447892-5.242432539103745E-5i
93.07179676972447,72.00000000000001,-2,0.03589831799427978-1.0484844699674907E-5i,0.17949193883447892-5.242432539103745E-5i
89.60769515458674,74.00000000000003,-2,0.03589833861030698-1.0484850721011162E-5i,0.17949193883447892-5.242432539103744E-5i
72,100,-2,0.03589838660827387-1.048486473980807E-5i,0.17949193883447892-5.242432539103744E-5i
74.00000000000001,96.53589838486224,-2,0.03589838635781052-1.0484864666655079E-5i,0.17949193883447892-5.242432539103746E-5i
73.30703003920055,100.00000000000001,-6.999999999999999,0.03589838616595325-1.0484864610619208E-5i,0.17949193883447892-5.242432539103744E-5i
70,96.53589838486224,-2,0.035898386388722066-1.0484864675683422E-5i,0.17949193883447892-5.242432539103745E-5i
70.65351501960028,100,-4.5,0.03589838623756827-1.0484864631535858E-5i,0.17949193883447892-5.242432539103744E-5i
68,100,-1.9999999999999998,0.035898386646354176-1.0484864750930202E-5i,0.17949193883447892-5.242432539103744E-5i
96.53589838486224,66,-2,0.03589818928672221-1.0484807107976229E-5i,0.17949193883447892-5.242432539103745E-5i
100.00000000000003,66.66445377533019,-7.000000000000002,0.03589811355197974-1.0484784988081552E-5i,0.17949193883447892-5.242432539103744E-5i
100.00000000000003,64.00000000000001,-2.0000000000000004,0.03589811015571893-1.0484783996133484E-5i,0.17949193883447892-5.242432539103744E-5i
94.25676796624938,69.95905128738988,-7,0.03589823457882177-1.0484820336468727E-5i,0.179491938834479-5.2424325391037463E-5i
93.07179676972447,67.99999999999999,-2,0.0358982500761214-1.0484824862774935E-5i,0.17949193883447892-5.242432539103745E-5i
89.60769515458671,69.99999999999999,-2,0.03589828993860909-1.0484836505437214E-5i,0.17949193883447892-5.242432539103745E-5i
88.473544143943,79.90172861505734,-7,0.03589836069429631-1.0484857171096043E-5i,0.17949193883447898-5.2424325391037463E-5i
86.47117137157356,79.92759749071934,-2,0.03589837026030935-1.0484859965047594E-5i,0.17949193883447892-5.242432539103745E-5i
86.14359353944899,76.00000000000003,-2,0.035898352936052695-1.0484854905140879E-5i,0.17949193883447892-5.242432539103745E-5i
76.00000000000003,93.0717967697245,-2,0.035898385781902846-1.048486449844934E-5i,0.17949193883447892-5.242432539103744E-5i
76.29440298632649,94.08942786715689,-7,0.03589838517584844-1.048486432143865E-5i,0.179491938834479-5.2424325391037463E-5i
77.6956640561748,89.66474387861675,-2,0.035898384419745424-1.0484864100603154E-5i,0.17949193883447892-5.242432539103745E-5i
72,93.07179676972447,-2,0.035898385783903974-1.0484864499033815E-5i,0.17949193883447892-5.242432539103745E-5i
74.00000000000003,89.60769515458674,-2,0.035898384379863424-1.0484864088954794E-5i,0.17949193883447892-5.242432539103744E-5i
79.4670702661207,88.6461756032696,-7,0.035898381675451674-1.048486329907552E-5i,0.179491938834479-5.2424325391037463E-5i
79.52416927710104,86.22466006024396,-2,0.03589838190060385-1.0484863364835868E-5i,0.17949193883447892-5.242432539103744E-5i
75.77111285016124,86.16384412260868,-2,0.035898381763808086-1.0484863324881827E-5i,0.17949193883447892-5.242432539103746E-5i
83.71591075730822,83.74876533905385,-7,0.035898373832528266-1.0484861008387873E-5i,0.17949193883447898-5.2424325391037463E-5i
83.55637112027856,81.85080171582801,-2,0.035898375339812286-1.0484861448621262E-5i,0.17949193883447892-5.242432539103745E-5i
80.02131458755409,83.13218152035782,-3.9999999999999853,0.03589837427323083-1.0484861137104143E-5i,0.179491938834479-5.2424325391037463E-5i
80.83340120479617,83.28930712738423,-2,0.03589837812184074-1.0484862261170105E-5i,0.17949193883447892-5.242432539103745E-5i
80.23493100961949,80.09042352236831,-2,0.03589837086119097-1.0484860140547483E-5i,0.17949193883447892-5.242432539103745E-5i
77.64050436446188,82.91451165058217,-2,0.03589837734655978-1.0484862034733297E-5i,0.17949193883447892-5.242432539103744E-5i
88.45887568075793,73.2696736730583,-7,0.035898301644357686-1.0484839924342693E-5i,0.179491938834479-5.242432539103746E-5i
86.14359353944896,72.00000000000003,-2,0.0358983188123563-1.048484493861104E-5i,0.17949193883447892-5.242432539103744E-5i
66.66445056366697,100,-7,0.03589838594227677-1.0484864545289865E-5i,0.17949193883447892-5.242432539103745E-5i
64,100,-2,0.035898386597964266-1.0484864736796925E-5i,0.17949193883447892-5.242432539103744E-5i
66,96.53589838486224,-2,0.035898386450122215-1.04848646936166E-5i,0.17949193883447892-5.242432539103745E-5i
62,96.53589838486224,-2,0.035898386383856055-1.0484864674262202E-5i,0.17949193883447892-5.242432539103745E-5i
69.54475120057072,93.99734600895508,-7,0.0358983850819477-1.0484864294012997E-5i,0.179491938834479-5.2424325391037463E-5i
68,93.0717967697245,-2,0.03589838575180732-1.048486448965932E-5i,0.17949193883447892-5.242432539103745E-5i
69.99999999999999,89.60769515458674,-2,0.035898384344279-1.0484864078561625E-5i,0.17949193883447892-5.242432539103745E-5i
60,100,-2,0.035898386608138266-1.048486473976845E-5i,0.17949193883447892-5.242432539103744E-5i
60.023786767160786,100,-6.999999999999999,0.035898385918609214-1.0484864538377263E-5i,0.17949193883447892-5.242432539103744E-5i
58.000000000000014,96.53589838486225,-2,0.03589838637326576-1.0484864671169085E-5i,0.17949193883447892-5.242432539103746E-5i
56.00000000000002,100.00000000000003,-2.0000000000000004,0.03589838659727233-1.0484864736594811E-5i,0.17949193883447892-5.242432539103744E-5i
52,100.00000000000003,-2,0.035898386620269514-1.0484864743311622E-5i,0.17949193883447892-5.242432539103744E-5i
54.000000000000014,96.53589838486224,-2,0.035898386425243844-1.0484864686350345E-5i,0.17949193883447892-5.242432539103745E-5i
53.311362939533176,100.00000000000001,-7.000000000000001,0.03589838599548984-1.0484864560831832E-5i,0.17949193883447892-5.242432539103745E-5i
50,96.53589838486224,-2,0.0358983863693183-1.0484864670016145E-5i,0.17949193883447892-5.242432539103745E-5i
49.344335718554404,100,-4.5,0.03589838636334563-1.0484864668271707E-5i,0.17949193883447892-5.242432539103744E-5i
48,100,-1.9999999999999998,0.03589838667741795-1.0484864760003009E-5i,0.17949193883447892-5.242432539103744E-5i
100,60.000000000000014,-2,0.035897825670211075-1.048470090626922E-5i,0.17949193883447892-5.242432539103744E-5i
100,60.023789546682636,-7,0.03589752218848186-1.0484612268166468E-5i,0.17949193883447892-5.242432539103744E-5i
96.53589838486224,62.000000000000014,-2,0.035897995326420684-1.0484750457866899E-5i,0.17949193883447892-5.242432539103745E-5i
