% Model,Comsol Modeling.mph
% Version,COMSOL 6.2.0.290
% Date,"Nov 24 2025, 12:30"
% Dimension,3
% Nodes,13552
% Expressions,2
% Description,"Impedance, Electric potential"
% Length unit,m
% x,y,z,ec.Z11 (Ω) @ freq=50000,V (V) @ freq=50000
94.43766803303114,83.20643388273058,-7,0.17862812656544189-0.012421912187879748i,0.03572561003835972-0.002484381375361722i
93.06449478382726,83.92998035111347,-2,0.17862812656544189-0.012421912187879748i,0.035725616557339974-0.002484381828695706i
93.07179676972447,80,-2,0.17862812656544189-0.012421912187879748i,0.03572560817924247-0.00248438124607754i
89.7001650888874,81.96721101473078,-2,0.17862812656544189-0.012421912187879748i,0.03572561293641484-0.0024843815768942935i
80,100,-2,0.17862812656544189-0.012421912187879748i,0.035725624211132935-0.002484382360945279i
76.00000000000003,100.00000000000003,-2.0000000000000004,0.17862812656544189-0.012421912187879748i,0.035725624148769654-0.0024843823566084965i
79.98478523297267,100.00000000000001,-7.000000000000001,0.17862812656544189-0.012421912187879748i,0.03572562368134969-0.00248438232410382i
78.00000000000001,96.53589838486225,-2,0.17862812656544189-0.012421912187879748i,0.03572562388813074-0.0024843823384835045i
83.58496633876146,93.136399262308,-2,0.17862812656544189-0.012421912187879748i,0.03572562337604269-0.002484382302872576i
82.66910282654706,94.12080114401562,-7,0.17862812656544189-0.012421912187879748i,0.03572562273655378-0.0024843822584021172i
79.93145162477641,93.14745413614207,-2,0.17862812656544189-0.012421912187879748i,0.03572562330626871-0.0024843822980204528i
81.60074815670103,89.67013240847979,-2,0.17862812656544189-0.012421912187879748i,0.03572562199664447-0.0024843822069483554i
89.53191514211429,86.71816523543794,-7,0.17862812656544189-0.012421912187879748i,0.03572561704548737-0.002484381862641783i
90.01480740939199,85.76189297337386,-2,0.17862812656544189-0.012421912187879748i,0.03572561890792302-0.002484381992156727i
86.9077490160029,83.68528790747851,-2,0.17862812656544189-0.012421912187879748i,0.03572561621812307-0.002484381805106349i
87.06314187831437,86.92449858027635,-2,0.17862812656544189-0.012421912187879748i,0.035725620041258906-0.002484382070969613i
84.766694818482,89.2476440543889,-7,0.17862812656544189-0.012421912187879748i,0.0357256197510727-0.002484382050789882i
85.3140180784869,89.79835359065368,-2,0.17862812656544189-0.012421912187879748i,0.035725622083009285-0.002484382212954221i
83.58765237604024,85.87166035959018,-2,0.17862812656544189-0.012421912187879748i,0.0357256190061639-0.002484381998988459i
94.27845145322055,76.53478782197224,-7,0.17862812656544189-0.012421912187879748i,0.03572557683221452-0.0024843790661855103i
93.0717967697245,76,-2,0.17862812656544189-0.012421912187879748i,0.03572559094279577-0.0024843800474441996i
89.60769515458674,78,-2,0.17862812656544189-0.012421912187879748i,0.035725601238415346-0.0024843807634080573i
93.07179676972447,72.00000000000001,-2,0.17862812656544189-0.012421912187879748i,0.035725555876255935-0.0024843776088949816i
89.60769515458674,74.00000000000003,-2,0.17862812656544189-0.012421912187879748i,0.0357255763930677-0.002484379035646966i
72,100,-2,0.17862812656544189-0.012421912187879748i,0.03572562416004241-0.0024843823573924124i
74.00000000000001,96.53589838486224,-2,0.17862812656544189-0.012421912187879748i,0.03572562391078443-0.0024843823400588533i
73.30703003920055,100.00000000000001,-6.999999999999999,0.17862812656544189-0.012421912187879748i,0.035725623719850476-0.0024843823267811896i
70,96.53589838486224,-2,0.17862812656544189-0.012421912187879748i,0.03572562394154722-0.0024843823421981178i
70.65351501960028,100,-4.5,0.17862812656544189-0.012421912187879748i,0.035725623791120896-0.002484382331737379i
68,100,-1.9999999999999998,0.17862812656544189-0.012421912187879748i,0.03572562419793946-0.002484382360027795i
96.53589838486224,66,-2,0.17862812656544189-0.012421912187879748i,0.03572542778810871-0.0024843687015647232i
100.00000000000003,66.66445377533019,-7.000000000000002,0.17862812656544189-0.012421912187879748i,0.03572535241784281-0.0024843634602690636i
100.00000000000003,64.00000000000001,-2.0000000000000004,0.17862812656544189-0.012421912187879748i,0.03572534903792659-0.002484363225227562i
94.25676796624938,69.95905128738988,-7,0.17862812656544189-0.012421912187879748i,0.03572547286223821-0.0024843718360480138i
93.07179676972447,67.99999999999999,-2,0.17862812656544189-0.012421912187879748i,0.03572548828495648-0.002484372908553536i
89.60769515458671,69.99999999999999,-2,0.17862812656544189-0.012421912187879748i,0.03572552795560433-0.002484375667275321i
88.473544143943,79.90172861505734,-7,0.17862812656544189-0.012421912187879748i,0.03572559837077689-0.0024843805639906754i
86.47117137157356,79.92759749071934,-2,0.17862812656544189-0.012421912187879748i,0.03572560789075309-0.0024843812260158045i
86.14359353944899,76.00000000000003,-2,0.17862812656544189-0.012421912187879748i,0.03572559064987013-0.002484380027073969i
76.00000000000003,93.0717967697245,-2,0.17862812656544189-0.012421912187879748i,0.03572562333764833-0.00248438230020261i
76.29440298632649,94.08942786715689,-7,0.17862812656544189-0.012421912187879748i,0.035725622734510604-0.0024843822582600317i
77.6956640561748,89.66474387861675,-2,0.17862812656544189-0.012421912187879748i,0.035725621982046325-0.002484382205933194i
72,93.07179676972447,-2,0.17862812656544189-0.012421912187879748i,0.03572562333963981-0.0024843823003410995i
74.00000000000003,89.60769515458674,-2,0.17862812656544189-0.012421912187879748i,0.035725621942356234-0.0024843822031731205i
79.4670702661207,88.6461756032696,-7,0.17862812656544189-0.012421912187879748i,0.035725619250959594-0.0024843820160117052i
79.52416927710104,86.22466006024396,-2,0.17862812656544189-0.012421912187879748i,0.03572561947502815-0.002484382031593575i
75.77111285016124,86.16384412260868,-2,0.17862812656544189-0.012421912187879748i,0.03572561933889074-0.0024843820221264893i
83.71591075730822,83.74876533905385,-7,0.17862812656544189-0.012421912187879748i,0.03572561144578056-0.002484381473234651i
83.55637112027856,81.85080171582801,-2,0.17862812656544189-0.012421912187879748i,0.035725612945810725-0.0024843815775476897i
80.02131458755409,83.13218152035782,-3.9999999999999853,0.17862812656544189-0.012421912187879748i,0.0357256118843622-0.002484381503733891i
80.83340120479617,83.28930712738423,-2,0.17862812656544189-0.012421912187879748i,0.035725615714450557-0.0024843817700806467i
80.23493100961949,80.09042352236831,-2,0.17862812656544189-0.012421912187879748i,0.03572560848874296-0.0024843812676003945i
77.64050436446188,82.91451165058217,-2,0.17862812656544189-0.012421912187879748i,0.035725614942900635-0.0024843817164265764i
88.45887568075793,73.2696736730583,-7,0.17862812656544189-0.012421912187879748i,0.03572553960501855-0.0024843764773829027i
86.14359353944896,72.00000000000003,-2,0.17862812656544189-0.012421912187879748i,0.035725556690395434-0.0024843776655107536i
66.66445056366697,100,-7,0.17862812656544189-0.012421912187879748i,0.035725623497250496-0.002484382311301446i
64,100,-2,0.17862812656544189-0.012421912187879748i,0.03572562414978241-0.002484382356678925i
66,96.53589838486224,-2,0.17862812656544189-0.012421912187879748i,0.03572562400265185-0.0024843823464473723i
62,96.53589838486224,-2,0.17862812656544189-0.012421912187879748i,0.0357256239367046-0.0024843823418613585i
69.54475120057072,93.99734600895508,-7,0.17862812656544189-0.012421912187879748i,0.03572562264106172-0.0024843822517615416i
68,93.0717967697245,-2,0.17862812656544189-0.012421912187879748i,0.03572562330769762-0.0024843822981198173i
69.99999999999999,89.60769515458674,-2,0.17862812656544189-0.012421912187879748i,0.03572562190694311-0.0024843822007104724i
60,100,-2,0.17862812656544189-0.012421912187879748i,0.03572562415990747-0.0024843823573830253i
60.023786767160786,100,-6.999999999999999,0.17862812656544189-0.012421912187879748i,0.03572562347369678-0.002484382309663502i
58.000000000000014,96.53589838486225,-2,0.17862812656544189-0.012421912187879748i,0.0357256239261653-0.0024843823411284487i
56.00000000000002,100.00000000000003,-2.0000000000000004,0.17862812656544189-0.012421912187879748i,0.0357256241490938-0.002484382356631036i
52,100.00000000000003,-2,0.17862812656544189-0.012421912187879748i,0.03572562417198028-0.0024843823582225743i
54.000000000000014,96.53589838486224,-2,0.17862812656544189-0.012421912187879748i,0.03572562397789323-0.002484382344725638i
53.311362939533176,100.00000000000001,-7.000000000000001,0.17862812656544189-0.012421912187879748i,0.03572562355020742-0.0024843823149840977i
50,96.53589838486224,-2,0.17862812656544189-0.012421912187879748i,0.03572562392223681-0.0024843823408552566i
49.344335718554404,100,-4.5,0.17862812656544189-0.012421912187879748i,0.03572562391629288-0.002484382340441914i
48,100,-1.9999999999999998,0.17862812656544189-0.012421912187879748i,0.035725624228853725-0.0024843823621775903i
100,60.000000000000014,-2,0.17862812656544189-0.012421912187879748i,0.03572506592151688-0.0024843435371344905i
100,60.023789546682636,-7,0.17862812656544189-0.012421912187879748i,0.03572476390030583-0.0024843225343896616i
96.53589838486224,62.000000000000014,-2,0.17862812656544189-0.012421912187879748i,0.03572523476124905-0.002484355278355585i
96.53589838486224,58.00000000000001,-2,0.17862812656544189-0.012421912187879748i,0.03572483044929548-0.0024843271622482263i
100,56,-2,0.17862812656544189-0.012421912187879748i,0.03572450315266724-0.0024843044018349955i
94.26180303726363,63.34412166100641,-7,0.17862812656544189-0.012421912187879748i,0.03572514231615287-0.002484348849665496i
93.0717967697245,64.00000000000001,-2,0.17862812656544189-0.012421912187879748i,0.03572534595404619-0.0024843630107725836i
93.0717967697245,60.000000000000014,-2,0.17862812656544189-0.012421912187879748i,0.03572506566623202-0.0024843435193818257i
89.60769515458674,62.000000000000014,-2,0.17862812656544189-0.012421912187879748i,0.03572522834223347-0.0024843548319732076i
86.14359353944897,67.99999999999997,-2,0.17862812656544189-0.012421912187879748i,0.03572548663723365-0.002484372793969855i
89.60769515458674,66,-2,0.17862812656544189-0.012421912187879748i,0.035725429303502136-0.0024843688069461326i
88.42540618133964,66.64521971032825,-7,0.17862812656544189-0.012421912187879748i,0.03572535470846427-0.0024843636195603152i
86.14359353944899,64,-2,0.17862812656544189-0.012421912187879748i,0.03572534845010449-0.0024843631843500446i
100,52,-1.9999999999999998,0.17862812656544189-0.012421912187879748i,0.03572336687589011-0.0024842253844337713i
100,53.31132856290439,-6.999999999999999,0.17862812656544189-0.012421912187879748i,0.03572283380761426-0.0024841883145308367i
96.53589838486224,54,-2,0.17862812656544189-0.012421912187879748i,0.03572404637699571-0.002484272637367716i
100,50.655664281452204,-4.5,0.17862812656544189-0.012421912187879748i,0.035721622684297176-0.002484104092254189i
96.53589838486224,50,-2,0.17862812656544189-0.012421912187879748i,0.03572245103786907-0.0024841616964821904i
100.00000000000003,48.00000000000001,-2,0.17862812656544189-0.012421912187879748i,0.03572108228196596-0.0024840665123364355i
82.70243619931082,73.96918581566858,-2,0.17862812656544189-0.012421912187879748i,0.035725576593698356-0.002484379049598946i
82.99915252619269,77.14189434759744,-7,0.17862812656544189-0.012421912187879748i,0.03572558135744441-0.002484379380872842i
82.95401712021246,77.95812070382816,-2,0.17862812656544189-0.012421912187879748i,0.03572560076810661-0.0024843807307024894i
79.47153106299508,76.07771698999831,-2,0.17862812656544189-0.012421912187879748i,0.035725591018045386-0.002484380052677103i
72.52102295467864,88.03898194013888,-7,0.17862812656544189-0.012421912187879748i,0.035725618720187195-0.0024843819791014604i
72,86.14359353944897,-2,0.17862812656544189-0.012421912187879748i,0.03572561939780797-0.002484382026223634i
73.87924578235501,82.67417853828081,-2,0.17862812656544189-0.012421912187879748i,0.03572561446638007-0.002484381683289037i
68,86.14359353944899,-2,0.17862812656544189-0.012421912187879748i,0.035725619353731315-0.0024843820231585157i
76.47052249950093,81.25143171464187,-7,0.17862812656544189-0.01242191218787975i,0.03572560404125732-0.0024843809583194464i
75.98573474251305,78.36905550315832,-2,0.17862812656544189-0.012421912187879748i,0.035725602790971416-0.0024843808713737787i
71.86698432625445,79.14226369416913,-2,0.17862812656544189-0.012421912187879748i,0.03572560529316386-0.0024843810453778164i
82.73902665170678,70.18879953220632,-7,0.17862812656544189-0.012421912187879748i,0.03572547826520179-0.002484372211773498i
82.67949192431121,69.99999999999999,-2,0.17862812656544189-0.012421912187879748i,0.03572552756978232-0.002484375640445014i
79.2667106742073,72.04297109159779,-2,0.17862812656544189-0.012421912187879748i,0.03572555720114484-0.0024843777010285875i
79.21539030917347,67.99999999999994,-2,0.17862812656544189-0.012421912187879748i,0.035725485471397755-0.002484372712896892i
82.67949192431124,65.99999999999999,-2,0.17862812656544189-0.012421912187879748i,0.0357254278456153-0.002484368705563765i
64.00000000000001,93.07179676972447,-2,0.17862812656544189-0.012421912187879748i,0.035725623330490085-0.00248438229970482i
66.00000000000001,89.60769515458674,-2,0.17862812656544189-0.012421912187879748i,0.0357256218525778-0.002484382196929872i
62.93661260534914,94.10411966283289,-7,0.17862812656544189-0.012421912187879748i,0.03572562268624009-0.00248438225490327i
61.999999999999986,89.60769515458674,-2,0.17862812656544189-0.012421912187879748i,0.0357256219930805-0.0024843822067005168i
59.999999999999986,93.0717967697245,-2,0.17862812656544189-0.012421912187879748i,0.03572562335112652-0.002484382301139894i
65.96036057765926,87.98400622208581,-7,0.17862812656544189-0.012421912187879748i,0.035725618615626634-0.0024843819718302538i
64,86.14359353944897,-2,0.17862812656544189-0.012421912187879748i,0.035725619392644854-0.002484382025864589i
66.00000000000001,82.67949192431122,-2,0.17862812656544189-0.012421912187879748i,0.03572561446427297-0.002484381683142508i
56.00000000000003,93.07179676972447,-2,0.17862812656544189-0.012421912187879748i,0.03572562339804353-0.0024843823044025308i
51.99999999999999,93.07179676972447,-2,0.17862812656544189-0.012421912187879748i,0.03572562341420193-0.0024843823055261944i
56.66757485334698,94.17164823750736,-7,0.17862812656544189-0.012421912187879748i,0.03572562272275542-0.0024843822574425684i
54,89.60769515458671,-2,0.17862812656544189-0.012421912187879748i,0.03572562195341155-0.002484382203941912i
58.00000000000003,89.60769515458674,-2,0.17862812656544189-0.012421912187879748i,0.03572562197290791-0.0024843822052977023i
46,96.53589838486224,-2,0.17862812656544189-0.012421912187879748i,0.03572562395680976-0.00248438234325948i
44,100,-2,0.17862812656544189-0.012421912187879748i,0.0357256241738703-0.002484382358354007i
46.688671437108816,100,-7,0.17862812656544189-0.012421912187879748i,0.03572562373668698-0.0024843823279520026i
39.99999999999999,100,-2,0.17862812656544189-0.012421912187879748i,0.035725624191394016-0.0024843823595726163i
42,96.53589838486224,-2,0.17862812656544189-0.012421912187879748i,0.03572562403179864-0.0024843823484742536i
39.976210453380226,99.99999999999999,-6.999999999999998,0.17862812656544189-0.012421912187879748i,0.0357256236019203-0.0024843823185802453i
36.00000000000001,100.00000000000003,-2.0000000000000004,0.17862812656544189-0.012421912187879748i,0.035725624193470626-0.0024843823597170264i
38,96.53589838486225,-2,0.17862812656544189-0.012421912187879748i,0.03572562404523057-0.0024843823494083185i
49.92379699622359,94.16443432489903,-7,0.17862812656544189-0.012421912187879748i,0.035725622691257355-0.0024843822552521747i
48.000000000000014,93.07179676972447,-2,0.17862812656544189-0.012421912187879748i,0.035725623419502875-0.0024843823058948262i
50,89.60769515458674,-2,0.17862812656544189-0.012421912187879748i,0.03572562193930411-0.0024843822029608715i
94.23374442604128,56.667559054793514,-7,0.17862812656544189-0.012421912187879748i,0.03572408239324812-0.002484275141960548i
93.07179676972447,56.000000000000014,-2,0.17862812656544189-0.012421912187879748i,0.03572450507892377-0.0024843045357880807i
89.60769515458674,58.00000000000002,-2,0.17862812656544189-0.012421912187879748i,0.035724842584288916-0.002484328006123293i
93.07179676972447,52,-2,0.17862812656544189-0.012421912187879748i,0.03572335755549623-0.0024842247362877193i
89.6116928483592,53.91081117344379,-2,0.17862812656544189-0.012421912187879748i,0.035724001519987524-0.0024842695179831727i
88.46183940346292,60.02812406542314,-7,0.17862812656544189-0.012421912187879748i,0.035724764583663124-0.0024843225819107533i
86.143593539449,60.000000000000014,-2,0.17862812656544189-0.012421912187879748i,0.03572506570043375-0.002484343521760236i
86.13894352130842,55.92562878970767,-2,0.17862812656544189-0.012421912187879748i,0.035724480837667424-0.0024843028500358823i
82.67949192431124,62,-2,0.17862812656544189-0.012421912187879748i,0.0357252328897277-0.0024843551482088117i
82.82470038722107,63.471620390010074,-7,0.17862812656544189-0.012421912187879748i,0.03572515535872079-0.002484349756653862i
79.21539030917349,64,-2,0.17862812656544189-0.012421912187879748i,0.03572534953846597-0.002484363260035385i
79.14617348407913,59.93066990047098,-2,0.17862812656544189-0.012421912187879748i,0.035725059114730576-0.0024843430637862952i
93.07179676972447,48,-2,0.17862812656544189-0.012421912187879748i,0.03572113400410542-0.0024840701091265152i
94.15232411327776,49.95967920984285,-7,0.17862812656544189-0.012421912187879748i,0.03572064708668267-0.0024840362485829184i
89.69014702368368,49.90775720676691,-2,0.17862812656544189-0.012421912187879748i,0.03572237105036341-0.002484156134100771i
96.53589838486224,46.00000000000001,-2,0.17862812656544189-0.012421912187879748i,0.03571920261347316-0.002483935799008084i
100.00000000000001,46.68863706046689,-7,0.17862812656544189-0.012421912187879748i,0.03571684496708936-0.002483771846796789i
100.00000000000003,44.00000000000001,-2.0000000000000004,0.17862812656544189-0.012421912187879748i,0.035716610964910835-0.0024837555741382255i
96.53589838486224,42,-2,0.17862812656544189-0.012421912187879748i,0.03571274356879948-0.0024834866329820136i
100,39.976213232787515,-7,0.17862812656544189-0.012421912187879748i,0.03569719151601452-0.0024824051334569903i
100,40,-2,0.17862812656544189-0.012421912187879748i,0.035707376311795866-0.002483113390556699i
100,36,-2,0.17862812656544189-0.012421912187879748i,0.035688655617157006-0.0024818115416856894i
96.53589838486224,38,-2,0.17862812656544189-0.012421912187879748i,0.035699749869509016-0.0024825830429669052i
100,33.335549436304056,-7,0.17862812656544189-0.012421912187879748i,0.03563523312037271-0.0024780965076836438i
96.53589838486224,34,-2,0.17862812656544189-0.012421912187879748i,0.03567399291637262-0.002480791888257738i
100,32,-1.9999999999999998,0.17862812656544189-0.012421912187879748i,0.035652112091101563-0.002479270281916445i
96.53589838486225,30.000000000000004,-2,0.17862812656544189-0.012421912187879748i,0.035620925959314216-0.002477101578711689i
100,29.34648498037791,-4.5,0.17862812656544189-0.012421912187879748i,0.03556070341510215-0.0024729136651377367i
100.00000000000003,28.000000000000007,-2,0.17862812656544189-0.012421912187879748i,0.03557806355990549-0.002474120900518089i
32.00000000000001,100.00000000000003,-2,0.17862812656544189-0.012421912187879748i,0.035725624220698915-0.0024843823616104983i
34.00000000000001,96.53589838486224,-2,0.17862812656544189-0.012421912187879748i,0.03572562399055236-0.002484382345605964i
30.000000000000007,96.53589838486224,-2,0.17862812656544189-0.012421912187879748i,0.03572562401181307-0.0024843823470844482i
33.33554622471351,100,-6.999999999999999,0.17862812656544189-0.012421912187879748i,0.03572562365392664-0.002484382322196801i
29.3464648233183,100,-4.5,0.17862812656544189-0.012421912187879748i,0.03572562383853594-0.0024843823350346474i
28,100,-1.9999999999999998,0.17862812656544189-0.012421912187879748i,0.035725624299185556-0.0024843823670685117i
77.35093362804159,73.36913915844963,-7,0.17862812656544189-0.012421912187879748i,0.03572554117366197-0.002484376586467352i
76.06904411663994,74.04754094913994,-2,0.17862812656544189-0.012421912187879748i,0.03572557684479393-0.0024843790670602893i
73.08143131634988,75.99844164734117,-2,0.17862812656544189-0.012421912187879748i,0.03572559095251046-0.0024843800481197664i
75.7352463066976,70.03576654093223,-2,0.17862812656544189-0.012421912187879748i,0.03572552847152428-0.0024843757031527166i
69.92323198064055,82.64403290428692,-2,0.17862812656544189-0.012421912187879748i,0.03572561446470902-0.002484381683172832i
69.0478235516735,81.58673537628684,-7,0.17862812656544189-0.012421912187879748i,0.03572560512182884-0.0024843810334630725i
67.87847568124118,79.10288249010146,-2,0.17862812656544189-0.012421912187879748i,0.03572560532234192-0.0024843810474068743i
72.01862691363011,72.20796751002804,-2,0.17862812656544189-0.012421912187879748i,0.03572555860618516-0.002484377798735973i
71.29166637778357,75.27420119307064,-7,0.17862812656544189-0.012421912187879748i,0.03572556468010492-0.002484378221120171i
69.78290445820564,75.79652863270837,-2,0.17862812656544189-0.012421912187879748i,0.03572558958963922-0.002484379953344843i
69.47679070110235,73.75560679583921,-4.500000000000002,0.17862812656544189-0.012421912187879748i,0.035725553590230004-0.0024843774499233038i
75.78848821351329,66.06178519626069,-2,0.17862812656544189-0.012421912187879748i,0.03572543206863476-0.0024843689992351883i
77.21301600097664,66.62442095972722,-7,0.17862812656544189-0.012421912187879748i,0.035725352799323574-0.0024843634867974715i
75.72952713017861,61.81343957254877,-2,0.17862812656544189-0.012421912187879748i,0.03572521393306645-0.0024843538299506728i
72.4942657856476,67.98494398067542,-2,0.17862812656544189-0.012421912187879748i,0.03572548728853988-0.0024843728392620994i
59.66386264936037,88.1395364870767,-7,0.17862812656544189-0.012421912187879748i,0.03572561873043485-0.0024843819798140857i
60,86.143593539449,-2,0.17862812656544189-0.012421912187879748i,0.03572561933796516-0.002484382022062126i
56.000000000000036,86.14359353944896,-2,0.17862812656544189-0.012421912187879748i,0.03572561928455086-0.002484382018347663i
64,79.21539030917346,-2,0.17862812656544189-0.012421912187879748i,0.035725605616909455-0.00248438106789129i
61.999999999999986,82.67949192431124,-2,0.17862812656544189-0.012421912187879748i,0.03572561447138139-0.0024843816836368307i
62.69066430347971,82.01965206749561,-7,0.17862812656544189-0.012421912187879748i,0.035725606552360796-0.0024843811329431594i
58.00000000000004,82.67949192431124,-2,0.17862812656544189-0.012421912187879748i,0.03572561453328892-0.0024843816879419195i
60.000000000000014,79.2153903091735,-2,0.17862812656544189-0.012421912187879748i,0.03572560540622762-0.0024843810532403435i
53.10402146389109,88.27943568005759,-7,0.17862812656544189-0.012421912187879748i,0.035725618886163005-0.0024843819906435185i
51.99999999999998,86.14359353944897,-2,0.17862812656544189-0.012421912187879748i,0.03572561931154484-0.002484382020224839i
48.000000000000014,86.14359353944897,-2,0.17862812656544189-0.012421912187879748i,0.03572561934011837-0.00248438202221186i
54,82.6794919243112,-2,0.17862812656544189-0.012421912187879748i,0.03572561445204981-0.002484381682292504i
43.33244094524453,94.23433320022559,-7,0.17862812656544189-0.012421912187879748i,0.03572562265212009-0.0024843822525305436i
43.999999999999986,93.07179676972447,-2,0.17862812656544189-0.012421912187879748i,0.035725623325209656-0.0024843822993376122i
46,89.60769515458672,-2,0.17862812656544189-0.012421912187879748i,0.035725621915451616-0.002484382201302152i
41.99999999999997,89.60769515458674,-2,0.17862812656544189-0.012421912187879748i,0.03572562185888089-0.002484382197368187i
39.999999999999986,93.0717967697245,-2,0.17862812656544189-0.012421912187879748i,0.03572562330964647-0.002484382298255338i
36.000000000000014,93.0717967697245,-2,0.17862812656544189-0.012421912187879748i,0.035725623276738346-0.0024843822959668884i
