% Model,2_electrode_cancer_tissue (1).mph
% Version,COMSOL 6.2.0.290
% Date,"Nov 24 2025, 12:27"
% Dimension,3
% Nodes,13552
% Expressions,2
% Description,"Impedance, Electric potential"
% Length unit,m
% x,y,z,ec.Z11 (Ω) @ freq=50000,V (V) @ freq=50000
77.64050436446188,82.91451165058217,-2,0.007179678165783103-1.9971173280975413E-8i,1.435935216343135E-6-3.994233496776214E-12i
88.45887568075793,73.2696736730583,-7,0.007179678165783103-1.9971173280975406E-8i,1.4359321882547953E-6-3.9942250737695616E-12i
86.14359353944896,72.00000000000003,-2,0.007179678165783103-1.9971173280975413E-8i,1.4359328749747978E-6-3.9942269839671915E-12i
66.66445056366697,100,-7,0.0071796781657831035-1.9971173280975416E-8i,1.4359355601718479E-6-3.994234453178808E-12i
64,100,-2,0.007179678165783102-1.997117328097541E-8i,1.4359355863993464E-6-3.994234526133872E-12i
66,96.53589838486224,-2,0.007179678165783103-1.9971173280975413E-8i,1.435935580485663E-6-3.994234509684219E-12i
62,96.53589838486224,-2,0.007179678165783103-1.9971173280975413E-8i,1.4359355778350174E-6-3.99423450231112E-12i
69.54475120057072,93.99734600895508,-7,0.007179678165783103-1.9971173280975406E-8i,1.43593552575868E-6-3.994234357454273E-12i
68,93.0717967697245,-2,0.007179678165783103-1.9971173280975413E-8i,1.4359355525530656E-6-3.994234431986211E-12i
69.99999999999999,89.60769515458674,-2,0.007179678165783103-1.9971173280975413E-8i,1.4359354962519261E-6-3.9942342753775454E-12i
60,100,-2,0.007179678165783102-1.997117328097541E-8i,1.4359355868063068E-6-3.994234527265887E-12i
60.023786767160786,100,-6.999999999999999,0.007179678165783103-1.9971173280975413E-8i,1.4359355592251429E-6-3.99423445054542E-12i
58.000000000000014,96.53589838486225,-2,0.0071796781657831035-1.9971173280975416E-8i,1.435935577411406E-6-3.994234501132792E-12i
56.00000000000002,100.00000000000003,-2.0000000000000004,0.007179678165783102-1.997117328097541E-8i,1.4359355863716685E-6-3.994234526056888E-12i
52,100.00000000000003,-2,0.007179678165783102-1.997117328097541E-8i,1.4359355872915571E-6-3.994234528615672E-12i
54.000000000000014,96.53589838486224,-2,0.007179678165783103-1.9971173280975413E-8i,1.4359355794905298E-6-3.994234506916139E-12i
53.311362939533176,100.00000000000001,-7.000000000000001,0.0071796781657831035-1.9971173280975416E-8i,1.4359355623003697E-6-3.994234459099554E-12i
50,96.53589838486224,-2,0.007179678165783103-1.9971173280975413E-8i,1.435935577253506E-6-3.994234500693573E-12i
49.344335718554404,100,-4.5,0.007179678165783103-1.9971173280975413E-8i,1.4359355770146031E-6-3.994234500029032E-12i
48,100,-1.9999999999999998,0.007179678165783102-1.997117328097541E-8i,1.4359355895774943E-6-3.994234534974286E-12i
100,60.000000000000014,-2,0.007179678165783102-1.997117328097541E-8i,1.4359131492873081E-6-3.994172114498974E-12i
100,60.023789546682636,-7,0.007179678165783103-1.9971173280975413E-8i,1.4359010100171066E-6-3.994138347599802E-12i
96.53589838486224,62.000000000000014,-2,0.007179678165783103-1.9971173280975413E-8i,1.4359199355362655E-6-3.99419099129967E-12i
96.53589838486224,58.00000000000001,-2,0.007179678165783103-1.9971173280975413E-8i,1.4359036848496525E-6-3.99414578798125E-12i
100,56,-2,0.007179678165783102-1.997117328097541E-8i,1.435890529673586E-6-3.994109195212789E-12i
94.26180303726363,63.34412166100641,-7,0.007179678165783103-1.9971173280975406E-8i,1.4359162198502188E-6-3.9941806556539574E-12i
93.0717967697245,64.00000000000001,-2,0.007179678165783103-1.9971173280975413E-8i,1.43592440475684E-6-3.994203422995978E-12i
93.0717967697245,60.000000000000014,-2,0.007179678165783103-1.9971173280975413E-8i,1.4359131390265295E-6-3.994172085957329E-12i
89.60769515458674,62.000000000000014,-2,0.007179678165783103-1.9971173280975413E-8i,1.4359196775339766E-6-3.99419027363402E-12i
86.14359353944897,67.99999999999997,-2,0.0071796781657831035-1.9971173280975416E-8i,1.4359300592975237E-6-3.9942191518084945E-12i
89.60769515458674,66,-2,0.007179678165783102-1.997117328097541E-8i,1.435927754857857E-6-3.994212741721189E-12i
88.42540618133964,66.64521971032825,-7,0.007179678165783103-1.9971173280975406E-8i,1.4359247566269836E-6-3.9942044017668184E-12i
86.14359353944899,64,-2,0.007179678165783103-1.9971173280975413E-8i,1.4359245050819976E-6-3.994203702062955E-12i
100,52,-1.9999999999999998,0.007179678165783102-1.997117328097541E-8i,1.4358448588057098E-6-3.993982155978552E-12i
100,53.31132856290439,-6.999999999999999,0.007179678165783103-1.9971173280975413E-8i,1.4358234329601107E-6-3.9939225573077924E-12i
96.53589838486224,54,-2,0.0071796781657831035-1.9971173280975416E-8i,1.435872170289886E-6-3.994058126289541E-12i
100,50.655664281452204,-4.5,0.007179678165783103-1.9971173280975413E-8i,1.4357747537526238E-6-3.993787150000465E-12i
96.53589838486224,50,-2,0.007179678165783103-1.9971173280975413E-8i,1.4358080481288634E-6-3.993879762474425E-12i
100.00000000000003,48.00000000000001,-2,0.007179678165783102-1.997117328097541E-8i,1.4357530331261256E-6-3.993726731359748E-12i
82.70243619931082,73.96918581566858,-2,0.0071796781657831035-1.9971173280975416E-8i,1.4359336749569264E-6-3.994229209217588E-12i
82.99915252619269,77.14189434759744,-7,0.007179678165783103-1.9971173280975406E-8i,1.4359338664282543E-6-3.994229741819047E-12i
82.95401712021246,77.95812070382816,-2,0.007179678165783102-1.997117328097541E-8i,1.4359346466094578E-6-3.994231911990694E-12i
79.47153106299508,76.07771698999831,-2,0.007179678165783103-1.9971173280975413E-8i,1.4359342547209951E-6-3.994230821903895E-12i
72.52102295467864,88.03898194013888,-7,0.007179678165783103-1.9971173280975406E-8i,1.4359353681652623E-6-3.994233919088463E-12i
72,86.14359353944897,-2,0.007179678165783103-1.9971173280975413E-8i,1.435935395401165E-6-3.994233994848531E-12i
73.87924578235501,82.67417853828081,-2,0.007179678165783103-1.9971173280975413E-8i,1.4359351971901337E-6-3.994233443499747E-12i
68,86.14359353944899,-2,0.007179678165783103-1.9971173280975413E-8i,1.4359353936295698E-6-3.994233989920622E-12i
76.47052249950093,81.25143171464187,-7,0.007179678165783103-1.9971173280975406E-8i,1.4359347781686369E-6-3.994232277939014E-12i
75.98573474251305,78.36905550315832,-2,0.0071796781657831035-1.9971173280975416E-8i,1.435934727915343E-6-3.9942321381531904E-12i
71.86698432625445,79.14226369416913,-2,0.007179678165783103-1.9971173280975413E-8i,1.4359348284870567E-6-3.9942324179060015E-12i
82.73902665170678,70.18879953220632,-7,0.007179678165783103-1.9971173280975406E-8i,1.4359297227968025E-6-3.994218215789628E-12i
82.67949192431121,69.99999999999999,-2,0.007179678165783102-1.997117328097541E-8i,1.4359317045173E-6-3.994223728193186E-12i
79.2667106742073,72.04297109159779,-2,0.007179678165783103-1.9971173280975413E-8i,1.4359328955035697E-6-3.994227041070534E-12i
79.21539030917347,67.99999999999994,-2,0.007179678165783103-1.9971173280975413E-8i,1.4359300124385754E-6-3.994219021464467E-12i
82.67949192431124,65.99999999999999,-2,0.007179678165783103-1.9971173280975413E-8i,1.435927696260378E-6-3.994212578724966E-12i
64.00000000000001,93.07179676972447,-2,0.007179678165783102-1.997117328097541E-8i,1.4359355534691747E-6-3.9942344345344785E-12i
66.00000000000001,89.60769515458674,-2,0.007179678165783103-1.9971173280975413E-8i,1.4359354940668E-6-3.994234269299343E-12i
62.93661260534914,94.10411966283289,-7,0.007179678165783103-1.9971173280975406E-8i,1.4359355275745527E-6-3.994234362505348E-12i
61.999999999999986,89.60769515458674,-2,0.007179678165783103-1.9971173280975413E-8i,1.4359354997140854E-6-3.994234285007973E-12i
59.999999999999986,93.0717967697245,-2,0.007179678165783103-1.9971173280975413E-8i,1.4359355542986214E-6-3.994234436841692E-12i
65.96036057765926,87.98400622208581,-7,0.007179678165783103-1.9971173280975406E-8i,1.4359353639626135E-6-3.994233907398271E-12i
64,86.14359353944897,-2,0.007179678165783103-1.9971173280975413E-8i,1.4359353951936432E-6-3.9942339942712875E-12i
66.00000000000001,82.67949192431122,-2,0.007179678165783103-1.9971173280975413E-8i,1.4359351971054408E-6-3.994233443264161E-12i
56.00000000000003,93.07179676972447,-2,0.007179678165783102-1.997117328097541E-8i,1.4359355561843767E-6-3.994234442087159E-12i
51.99999999999999,93.07179676972447,-2,0.007179678165783103-1.9971173280975413E-8i,1.435935556833839E-6-3.994234443893713E-12i
56.66757485334698,94.17164823750736,-7,0.007179678165783103-1.9971173280975406E-8i,1.435935529042231E-6-3.994234366587885E-12i
54,89.60769515458671,-2,0.007179678165783103-1.9971173280975413E-8i,1.4359354981196558E-6-3.994234280572867E-12i
58.00000000000003,89.60769515458674,-2,0.007179678165783103-1.9971173280975413E-8i,1.4359354989032828E-6-3.994234282752623E-12i
46,96.53589838486224,-2,0.0071796781657831035-1.9971173280975416E-8i,1.4359355786431108E-6-3.994234504558929E-12i
44,100,-2,0.007179678165783102-1.997117328097541E-8i,1.4359355873675199E-6-3.994234528826962E-12i
46.688671437108816,100,-7,0.007179678165783103-1.9971173280975413E-8i,1.4359355697956266E-6-3.9942344799485464E-12i
39.99999999999999,100,-2,0.007179678165783102-1.997117328097541E-8i,1.4359355880718604E-6-3.994234530786176E-12i
42,96.53589838486224,-2,0.007179678165783103-1.9971173280975413E-8i,1.4359355816571742E-6-3.994234512942922E-12i
39.976210453380226,99.99999999999999,-6.999999999999998,0.007179678165783103-1.9971173280975413E-8i,1.435935564378891E-6-3.994234464881219E-12i
36.00000000000001,100.00000000000003,-2.0000000000000004,0.007179678165783102-1.997117328097541E-8i,1.4359355881553268E-6-3.99423453101835E-12i
38,96.53589838486225,-2,0.0071796781657831035-1.9971173280975416E-8i,1.435935582197049E-6-3.994234514444654E-12i
49.92379699622359,94.16443432489903,-7,0.007179678165783103-1.9971173280975406E-8i,1.435935527776215E-6-3.9942343630662965E-12i
48.000000000000014,93.07179676972447,-2,0.007179678165783103-1.9971173280975413E-8i,1.4359355570468994E-6-3.994234444486367E-12i
50,89.60769515458674,-2,0.007179678165783103-1.9971173280975413E-8i,1.4359354975526301E-6-3.994234278995613E-12i
94.23374442604128,56.667559054793514,-7,0.0071796781657831035-1.9971173280975406E-8i,1.4358736179068227E-6-3.994062153017203E-12i
93.07179676972447,56.000000000000014,-2,0.007179678165783102-1.997117328097541E-8i,1.4358906070964572E-6-3.9941094105741926E-12i
89.60769515458674,58.00000000000002,-2,0.007179678165783103-1.9971173280975413E-8i,1.4359041725967391E-6-3.9941471447108095E-12i
93.07179676972447,52,-2,0.007179678165783103-1.9971173280975413E-8i,1.4358444841870627E-6-3.9939811139299054E-12i
89.6116928483592,53.91081117344379,-2,0.007179678165783103-1.9971173280975413E-8i,1.4358703673326013E-6-3.994053111138233E-12i
88.46183940346292,60.02812406542314,-7,0.0071796781657831035-1.997117328097541E-8i,1.4359010374835831E-6-3.994138424001241E-12i
86.143593539449,60.000000000000014,-2,0.007179678165783103-1.9971173280975413E-8i,1.4359131404012172E-6-3.994172089781196E-12i
86.13894352130842,55.92562878970767,-2,0.007179678165783103-1.9971173280975413E-8i,1.4358896327570723E-6-3.994106700327264E-12i
82.67949192431124,62,-2,0.007179678165783103-1.9971173280975413E-8i,1.4359198603133951E-6-3.994190782057844E-12i
82.82470038722107,63.471620390010074,-7,0.007179678165783103-1.9971173280975406E-8i,1.4359167440758394E-6-3.994182113853116E-12i
79.21539030917349,64,-2,0.007179678165783103-1.9971173280975413E-8i,1.4359245488269887E-6-3.994203823745124E-12i
79.14617348407913,59.93066990047098,-2,0.007179678165783103-1.9971173280975413E-8i,1.4359128756991788E-6-3.994171353479351E-12i
93.07179676972447,48,-2,0.007179678165783103-1.9971173280975413E-8i,1.4357551120166307E-6-3.993732514053842E-12i
94.15232411327776,49.95967920984285,-7,0.007179678165783103-1.9971173280975406E-8i,1.4357355411323825E-6-3.993678075190213E-12i
89.69014702368368,49.90775720676691,-2,0.007179678165783103-1.9971173280975413E-8i,1.4358048331561782E-6-3.9938708196255845E-12i
96.53589838486224,46.00000000000001,-2,0.007179678165783103-1.9971173280975413E-8i,1.435677482790942E-6-3.9935165786480836E-12i
100.00000000000001,46.68863706046689,-7,0.0071796781657831035-1.9971173280975416E-8i,1.4355827208819951E-6-3.9932529865398734E-12i
100.00000000000003,44.00000000000001,-2.0000000000000004,0.007179678165783102-1.997117328097541E-8i,1.4355733155304183E-6-3.9932268243774825E-12i
96.53589838486224,42,-2,0.007179678165783103-1.9971173280975413E-8i,1.4354178715924828E-6-3.992794437611904E-12i
100,39.976213232787515,-7,0.007179678165783103-1.9971173280975413E-8i,1.434792781154829E-6-3.991055670335932E-12i
100,40,-2,0.007179678165783102-1.997117328097541E-8i,1.4352021430918276E-6-3.992194361791129E-12i
100,36,-2,0.007179678165783102-1.997117328097541E-8i,1.434449694050732E-6-3.9901013306220704E-12i
96.53589838486224,38,-2,0.0071796781657831035-1.9971173280975416E-8i,1.4348956101721677E-6-3.991341702115655E-12i
100,33.335549436304056,-7,0.0071796781657831035-1.9971173280975416E-8i,1.4323024603474127E-6-3.984128531372084E-12i
96.53589838486224,34,-2,0.007179678165783103-1.9971173280975413E-8i,1.4338603497257541E-6-3.988461995631765E-12i
100,32,-1.9999999999999998,0.007179678165783102-1.997117328097541E-8i,1.4329808841764698E-6-3.986015652150367E-12i
96.53589838486225,30.000000000000004,-2,0.007179678165783103-1.9971173280975413E-8i,1.4317274063856307E-6-3.982528946815295E-12i
100,29.34648498037791,-4.5,0.007179678165783103-1.9971173280975413E-8i,1.4293068554114988E-6-3.975795881373703E-12i
100.00000000000003,28.000000000000007,-2,0.007179678165783102-1.997117328097541E-8i,1.4300046192799033E-6-3.977736798891637E-12i
32.00000000000001,100.00000000000003,-2,0.007179678165783102-1.997117328097541E-8i,1.4359355892497251E-6-3.994234534062557E-12i
34.00000000000001,96.53589838486224,-2,0.007179678165783103-1.9971173280975413E-8i,1.4359355799993446E-6-3.994234508331468E-12i
30.000000000000007,96.53589838486224,-2,0.007179678165783103-1.9971173280975413E-8i,1.4359355808538825E-6-3.99423451070847E-12i
33.33554622471351,100,-6.999999999999999,0.0071796781657831035-1.9971173280975416E-8i,1.435935566469204E-6-3.994234470695688E-12i
29.3464648233183,100,-4.5,0.007179678165783103-1.9971173280975413E-8i,1.4359355738892853E-6-3.994234491335575E-12i
28,100,-1.9999999999999998,0.007179678165783102-1.997117328097541E-8i,1.4359355924043704E-6-3.994234542837601E-12i
77.35093362804159,73.36913915844963,-7,0.0071796781657831035-1.9971173280975406E-8i,1.4359322513039672E-6-3.994225249148721E-12i
76.06904411663994,74.04754094913994,-2,0.007179678165783102-1.997117328097541E-8i,1.4359336850493193E-6-3.9942292372908425E-12i
73.08143131634988,75.99844164734117,-2,0.007179678165783103-1.9971173280975413E-8i,1.4359342520869215E-6-3.994230814576896E-12i
75.7352463066976,70.03576654093223,-2,0.007179678165783103-1.9971173280975413E-8i,1.4359317407614075E-6-3.994223829010705E-12i
69.92323198064055,82.64403290428692,-2,0.007179678165783102-1.997117328097541E-8i,1.435935197122968E-6-3.994233443312921E-12i
